Time,Voltage P,Voltage V,Voltage T,P,V,log Calc P,logV,T,logT,P_copy,V_copy,logP_copy,logV_copy,Time,Voltage P,Voltage V,Voltage T,P,V,log Calc P,logV,T,logT,P_copy,V_copy,logP_copy,logV_copy
0,90,0,971,3,397,1,206,97,70,1,0.009700,1,987,-3,707,308,663,2,489,,,,,,,,
0,92,0,971,3,398,1,206,97,70,1,0.009700,1,987,-3,706,308,663,2,489,,,,,,,,
0,94,0,971,3,398,1,208,97,70,1,0.009700,1,987,-3,706,308,713,2,490,,,,,,,,
0,96,0,971,3,399,1,206,97,70,1,0.009700,1,987,-3,706,308,663,2,489,,,,,,,,
0,98,0,971,3,397,1,206,97,70,1,0.009700,1,987,-3,707,308,663,2,489,,,,,,,,
1,0,0,971,3,399,1,206,97,70,1,0.009700,1,987,-3,706,308,663,2,489,,,,,,,,
1,2,0,971,3,398,1,206,97,70,1,0.009700,1,987,-3,706,308,663,2,489,,,,,,,,
1,4,0,971,3,399,1,206,97,70,1,0.009700,1,987,-3,706,308,663,2,489,,,,,,,,
1,6,0,969,3,397,1,206,96,947,1,0.009700,1,987,-3,707,308,663,2,489,,,,,,,,
1,8,0,969,3,397,1,206,96,947,1,0.009700,1,987,-3,707,308,663,2,489,,,,,,,,
1,10,0,971,3,397,1,206,97,70,1,0.009700,1,987,-3,707,308,663,2,489,,,,,,,,
1,12,0,969,3,398,1,206,96,947,1,0.009700,1,987,-3,706,308,663,2,489,,,,,,,,
1,14,0,969,3,397,1,206,96,947,1,0.009700,1,987,-3,707,308,663,2,489,,,,,,,,
1,16,0,971,3,398,1,206,97,70,1,0.009700,1,987,-3,706,308,663,2,489,,,,,,,,
1,18,0,971,3,398,1,206,97,70,1,0.009700,1,987,-3,706,308,663,2,489,,,,,,,,
1,20,0,969,3,398,1,208,96,947,1,0.009700,1,987,-3,706,308,713,2,490,,,,,,,,
1,22,0,971,3,399,1,206,97,70,1,0.009700,1,987,-3,706,308,663,2,489,,,,,,,,
1,24,0,971,3,398,1,206,97,70,1,0.009700,1,987,-3,706,308,663,2,489,,,,,,,,
1,26,0,971,3,398,1,206,97,70,1,0.009700,1,987,-3,706,308,663,2,489,,,,,,,,
1,28,0,971,3,398,1,208,97,70,1,0.009700,1,987,-3,706,308,713,2,490,,,,,,,,
1,30,0,969,3,398,1,206,96,947,1,0.009700,1,987,-3,706,308,663,2,489,,,,,,,,
1,32,0,971,3,398,1,206,97,70,1,0.009700,1,987,-3,706,308,663,2,489,,,,,,,,
1,34,0,971,3,397,1,206,97,70,1,0.009700,1,987,-3,707,308,663,2,489,,,,,,,,
1,36,0,971,3,398,1,208,97,70,1,0.009700,1,987,-3,706,308,713,2,490,,,,,,,,
1,38,0,969,3,398,1,206,96,947,1,0.009700,1,987,-3,706,308,663,2,489,,,,,,,,
1,40,0,971,3,398,1,206,97,70,1,0.009700,1,987,-3,706,308,663,2,489,,,,,,,,
1,42,0,969,3,398,1,206,96,947,1,0.009700,1,987,-3,706,308,663,2,489,,,,,,,,
1,44,0,969,3,398,1,208,96,947,1,0.009700,1,987,-3,706,308,713,2,490,,,,,,,,
1,46,0,971,3,398,1,206,97,70,1,0.009700,1,987,-3,706,308,663,2,489,,,,,,,,
1,48,0,971,3,398,1,208,97,70,1,0.009700,1,987,-3,706,308,713,2,490,,,,,,,,
1,50,0,971,3,398,1,206,97,70,1,0.009700,1,987,-3,706,308,663,2,489,,,,,,,,
1,52,0,969,3,398,1,206,96,947,1,0.009700,1,987,-3,706,308,663,2,489,,,,,,,,
1,54,0,969,3,398,1,206,96,947,1,0.009700,1,987,-3,706,308,663,2,489,,,,,,,,
1,56,0,971,3,399,1,206,97,70,1,0.009700,1,987,-3,706,308,663,2,489,,,,,,,,
1,58,0,969,3,398,1,206,96,947,1,0.009700,1,987,-3,706,308,663,2,489,,,,,,,,
1,60,0,969,3,398,1,206,96,947,1,0.009700,1,987,-3,706,308,663,2,489,,,,,,,,
1,62,0,969,3,397,1,206,96,947,1,0.009700,1,987,-3,707,308,663,2,489,,,,,,,,
1,64,0,971,3,397,1,206,97,70,1,0.009700,1,987,-3,707,308,663,2,489,,,,,,,,
1,66,0,969,3,398,1,206,96,947,1,0.009700,1,987,-3,706,308,663,2,489,,,,,,,,
1,68,0,969,3,398,1,206,96,947,1,0.009700,1,987,-3,706,308,663,2,489,,,,,,,,
1,70,0,971,3,399,1,206,97,70,1,0.009700,1,987,-3,706,308,663,2,489,,,,,,,,
1,72,0,971,3,399,1,206,97,70,1,0.009700,1,987,-3,706,308,663,2,489,,,,,,,,
1,74,0,969,3,399,1,206,96,947,1,0.009700,1,987,-3,706,308,663,2,489,,,,,,,,
1,76,0,971,3,399,1,206,97,70,1,0.009700,1,987,-3,706,308,663,2,489,,,,,,,,
1,78,0,971,3,399,1,206,97,70,1,0.009700,1,987,-3,706,308,663,2,489,,,,,,,,
1,80,0,971,3,399,1,206,97,70,1,0.009700,1,987,-3,706,308,663,2,489,,,,,,,,
1,82,0,969,3,399,1,206,96,947,1,0.009700,1,987,-3,706,308,663,2,489,,,,,,,,
1,84,0,969,3,399,1,206,96,947,1,0.009700,1,987,-3,706,308,663,2,489,,,,,,,,
1,86,0,969,3,398,1,205,96,947,1,0.009700,1,987,-3,706,308,613,2,489,,,,,,,,
1,88,0,969,3,399,1,206,96,947,1,0.009700,1,987,-3,706,308,663,2,489,,,,,,,,
1,90,0,969,3,399,1,206,96,947,1,0.009700,1,987,-3,706,308,663,2,489,,,,,,,,
1,92,0,969,3,399,1,205,96,947,1,0.009700,1,987,-3,706,308,613,2,489,,,,,,,,
1,94,0,969,3,398,1,206,96,947,1,0.009700,1,987,-3,706,308,663,2,489,,,,,,,,
1,96,0,969,3,400,1,206,96,947,1,0.009700,1,987,-3,706,308,663,2,489,,,,,,,,
1,98,0,969,3,399,1,206,96,947,1,0.009700,1,987,-3,706,308,663,2,489,,,,,,,,
2,0,0,969,3,399,1,206,96,947,1,0.009700,1,987,-3,706,308,663,2,489,,,,,,,,
2,2,0,969,3,399,1,206,96,947,1,0.009700,1,987,-3,706,308,663,2,489,,,,,,,,
2,4,0,969,3,400,1,206,96,947,1,0.009700,1,987,-3,706,308,663,2,489,,,,,,,,
2,6,0,969,3,399,1,206,96,947,1,0.009700,1,987,-3,706,308,663,2,489,,,,,,,,
2,8,0,969,3,399,1,206,96,947,1,0.009700,1,987,-3,706,308,663,2,489,,,,,,,,
2,10,0,969,3,399,1,206,96,947,1,0.009700,1,987,-3,706,308,663,2,489,,,,,,,,
2,12,0,969,3,398,1,206,96,947,1,0.009700,1,987,-3,706,308,663,2,489,96,703296703,0,196478,1,985,-3,707
2,14,0,969,3,398,1,206,96,947,1,0.009700,1,987,-3,706,308,663,2,489,96,703296703,0,196438,1,985,-3,707
2,16,0,969,3,398,1,206,96,947,1,0.009700,1,987,-3,706,308,663,2,489,96,703296703,0,196438,1,985,-3,707
2,18,0,969,3,399,1,206,96,947,1,0.009700,1,987,-3,706,308,663,2,489,96,703296703,0,196438,1,985,-3,707
2,20,0,969,3,399,1,206,96,947,1,0.009700,1,987,-3,706,308,663,2,489,96,703296703,0,196399,1,985,-3,707
2,22,0,969,3,399,1,205,96,947,1,0.009700,1,987,-3,706,308,613,2,489,96,703296703,0,196399,1,985,-3,707
2,24,0,969,3,399,1,206,96,947,1,0.009700,1,987,-3,706,308,663,2,489,96,703296703,0,196438,1,985,-3,707
2,26,0,971,3,399,1,206,97,70,1,0.009700,1,987,-3,706,308,663,2,489,96,703296703,0,196478,1,985,-3,707
2,28,0,969,3,399,1,205,96,947,1,0.009700,1,987,-3,706,308,613,2,489,96,703296703,0,196438,1,985,-3,707
2,30,0,969,3,399,1,206,96,947,1,0.009700,1,987,-3,706,308,663,2,489,96,703296703,0,196438,1,985,-3,707
2,32,0,969,3,399,1,206,96,947,1,0.009700,1,987,-3,706,308,663,2,489,96,825396825,0,196438,1,986,-3,707
2,34,0,969,3,399,1,206,96,947,1,0.009700,1,987,-3,706,308,663,2,489,96,703296703,0,196438,1,985,-3,707
2,36,0,969,3,399,1,205,96,947,1,0.009700,1,987,-3,706,308,613,2,489,96,703296703,0,196478,1,985,-3,707
2,38,0,969,3,399,1,206,96,947,1,0.009700,1,987,-3,706,308,663,2,489,96,825396825,0,196438,1,986,-3,707
2,40,0,969,3,399,1,206,96,947,1,0.009700,1,987,-3,706,308,663,2,489,96,703296703,0,196399,1,985,-3,707
2,42,0,969,3,399,1,205,96,947,1,0.009700,1,987,-3,706,308,613,2,489,96,703296703,0,196438,1,985,-3,707
2,44,0,969,3,399,1,206,96,947,1,0.009700,1,987,-3,706,308,663,2,489,96,703296703,0,196399,1,985,-3,707
2,46,0,969,3,398,1,206,96,947,1,0.009700,1,987,-3,706,308,663,2,489,96,703296703,0,196399,1,985,-3,707
2,48,0,969,3,400,1,206,96,947,1,0.009700,1,987,-3,706,308,663,2,489,96,703296703,0,196438,1,985,-3,707
2,50,0,971,3,400,1,206,97,70,1,0.009700,1,987,-3,706,308,663,2,489,96,703296703,0,196438,1,985,-3,707
2,52,0,969,3,399,1,206,96,947,1,0.009700,1,987,-3,706,308,663,2,489,96,825396825,0,196478,1,986,-3,707
2,54,0,969,3,400,1,206,96,947,1,0.009700,1,987,-3,706,308,663,2,489,96,703296703,0,196478,1,985,-3,707
2,56,0,969,3,400,1,206,96,947,1,0.009700,1,987,-3,706,308,663,2,489,96,703296703,0,196438,1,985,-3,707
2,58,0,969,3,399,1,206,96,947,1,0.009700,1,987,-3,706,308,663,2,489,96,825396825,0,196438,1,986,-3,707
2,60,0,969,3,400,1,206,96,947,1,0.009700,1,987,-3,706,308,663,2,489,96,703296703,0,196438,1,985,-3,707
2,62,0,969,3,398,1,205,96,947,1,0.009700,1,987,-3,706,308,613,2,489,96,703296703,0,196438,1,985,-3,707
2,64,0,969,3,399,1,206,96,947,1,0.009700,1,987,-3,706,308,663,2,489,96,703296703,0,196478,1,985,-3,707
2,66,0,969,3,400,1,206,96,947,1,0.009700,1,987,-3,706,308,663,2,489,96,703296703,0,196438,1,985,-3,707
2,68,0,969,3,399,1,205,96,947,1,0.009700,1,987,-3,706,308,613,2,489,96,703296703,0,196399,1,985,-3,707
2,70,0,969,3,399,1,205,96,947,1,0.009700,1,987,-3,706,308,613,2,489,96,703296703,0,196399,1,985,-3,707
2,72,0,969,3,399,1,206,96,947,1,0.009700,1,987,-3,706,308,663,2,489,96,703296703,0,196438,1,985,-3,707
2,74,0,969,3,399,1,206,96,947,1,0.009700,1,987,-3,706,308,663,2,489,96,703296703,0,196399,1,985,-3,707
2,76,0,969,3,400,1,206,96,947,1,0.009700,1,987,-3,706,308,663,2,489,96,703296703,0,196438,1,985,-3,707
2,78,0,969,3,399,1,206,96,947,1,0.009700,1,987,-3,706,308,663,2,489,96,703296703,0,196478,1,985,-3,707
2,80,0,969,3,399,1,206,96,947,1,0.009700,1,987,-3,706,308,663,2,489,96,703296703,0,196438,1,985,-3,707
2,82,0,971,3,400,1,206,97,70,1,0.009700,1,987,-3,706,308,663,2,489,96,703296703,0,196478,1,985,-3,707
2,84,0,969,3,399,1,206,96,947,1,0.009700,1,987,-3,706,308,663,2,489,96,703296703,0,196438,1,985,-3,707
2,86,0,969,3,400,1,206,96,947,1,0.009700,1,987,-3,706,308,663,2,489,96,703296703,0,196438,1,985,-3,707
2,88,0,969,3,399,1,205,96,947,1,0.009700,1,987,-3,706,308,613,2,489,96,703296703,0,196438,1,985,-3,707
2,90,0,969,3,399,1,205,96,947,1,0.009700,1,987,-3,706,308,613,2,489,96,703296703,0,196478,1,985,-3,707
2,92,0,969,3,399,1,206,96,947,1,0.009700,1,987,-3,706,308,663,2,489,96,825396825,0,196399,1,986,-3,707
2,94,0,969,3,398,1,206,96,947,1,0.009700,1,987,-3,706,308,663,2,489,96,703296703,0,196438,1,985,-3,707
2,96,0,969,3,398,1,206,96,947,1,0.009700,1,987,-3,706,308,663,2,489,96,703296703,0,196399,1,985,-3,707
2,98,0,969,3,399,1,206,96,947,1,0.009700,1,987,-3,706,308,663,2,489,96,703296703,0,196399,1,985,-3,707
3,0,0,969,3,399,1,206,96,947,1,0.009700,1,987,-3,706,308,663,2,489,96,703296703,0,196478,1,985,-3,707
3,2,0,971,3,399,1,206,97,70,1,0.009700,1,987,-3,706,308,663,2,489,96,703296703,0,196399,1,985,-3,707
3,4,0,969,3,400,1,206,96,947,1,0.009700,1,987,-3,706,308,663,2,489,96,703296703,0,196478,1,985,-3,707
3,6,0,971,3,399,1,206,97,70,1,0.009700,1,987,-3,706,308,663,2,489,96,703296703,0,196478,1,985,-3,707
3,8,0,969,3,399,1,206,96,947,1,0.009700,1,987,-3,706,308,663,2,489,96,703296703,0,196438,1,985,-3,707
3,10,0,969,3,399,1,206,96,947,1,0.009700,1,987,-3,706,308,663,2,489,96,703296703,0,196478,1,985,-3,707
3,12,0,971,3,399,1,206,97,70,1,0.009700,1,987,-3,706,308,663,2,489,96,703296703,0,196438,1,985,-3,707
3,14,0,969,3,399,1,205,96,947,1,0.009700,1,987,-3,706,308,613,2,489,96,825396825,0,196438,1,986,-3,707
3,16,0,971,3,399,1,206,97,70,1,0.009700,1,987,-3,706,308,663,2,489,96,703296703,0,196438,1,985,-3,707
3,18,0,969,3,399,1,206,96,947,1,0.009700,1,987,-3,706,308,663,2,489,96,703296703,0,196399,1,985,-3,707
3,20,0,969,3,399,1,206,96,947,1,0.009700,1,987,-3,706,308,663,2,489,96,703296703,0,196438,1,985,-3,707
3,22,0,969,3,399,1,206,96,947,1,0.009700,1,987,-3,706,308,663,2,489,96,703296703,0,196438,1,985,-3,707
3,24,0,969,3,399,1,206,96,947,1,0.009700,1,987,-3,706,308,663,2,489,96,703296703,0,196438,1,985,-3,707
3,26,0,971,3,399,1,206,97,70,1,0.009700,1,987,-3,706,308,663,2,489,96,703296703,0,196399,1,985,-3,707
3,28,0,971,3,399,1,206,97,70,1,0.009700,1,987,-3,706,308,663,2,489,96,703296703,0,196399,1,985,-3,707
3,30,0,969,3,399,1,206,96,947,1,0.009700,1,987,-3,706,308,663,2,489,96,703296703,0,196438,1,985,-3,707
3,32,0,969,3,399,1,206,96,947,1,0.009700,1,987,-3,706,308,663,2,489,96,703296703,0,196438,1,985,-3,707
3,34,0,969,3,399,1,206,96,947,1,0.009700,1,987,-3,706,308,663,2,489,96,825396825,0,196438,1,986,-3,707
3,36,0,971,3,399,1,206,97,70,1,0.009700,1,987,-3,706,308,663,2,489,96,703296703,0,196478,1,985,-3,707
3,38,0,969,3,399,1,206,96,947,1,0.009700,1,987,-3,706,308,663,2,489,96,703296703,0,196438,1,985,-3,707
3,40,0,971,3,399,1,205,97,70,1,0.009700,1,987,-3,706,308,613,2,489,96,825396825,0,196438,1,986,-3,707
3,42,0,969,3,398,1,206,96,947,1,0.009700,1,987,-3,706,308,663,2,489,96,825396825,0,196478,1,986,-3,707
3,44,0,969,3,398,1,206,96,947,1,0.009700,1,987,-3,706,308,663,2,489,96,703296703,0,196399,1,985,-3,707
3,46,0,969,3,398,1,205,96,947,1,0.009700,1,987,-3,706,308,613,2,489,96,703296703,0,196399,1,985,-3,707
3,48,0,971,3,399,1,206,97,70,1,0.009700,1,987,-3,706,308,663,2,489,96,703296703,0,196438,1,985,-3,707
3,50,0,969,3,400,1,206,96,947,1,0.009700,1,987,-3,706,308,663,2,489,96,703296703,0,196438,1,985,-3,707
3,52,0,971,3,400,1,206,97,70,1,0.009700,1,987,-3,706,308,663,2,489,96,825396825,0,196399,1,986,-3,707
3,54,0,971,3,399,1,206,97,70,1,0.009700,1,987,-3,706,308,663,2,489,96,703296703,0,196399,1,985,-3,707
3,56,0,969,3,399,1,206,96,947,1,0.009700,1,987,-3,706,308,663,2,489,96,825396825,0,196438,1,986,-3,707
3,58,0,971,3,398,1,206,97,70,1,0.009700,1,987,-3,706,308,663,2,489,96,825396825,0,196438,1,986,-3,707
3,60,0,971,3,399,1,208,97,70,1,0.009700,1,987,-3,706,308,713,2,490,96,703296703,0,196438,1,985,-3,707
3,62,0,977,3,365,1,209,97,680,1,0.009600,1,990,-3,709,308,763,2,490,96,703296703,0,196399,1,985,-3,707
3,64,1,53,3,40,1,263,105,250,1,0.008500,2,22,-3,733,310,972,2,493,96,703296703,0,196438,1,985,-3,707
3,66,1,230,2,421,1,431,122,955,1,0.006500,2,90,-3,783,317,899,2,502,96,825396825,0,196438,1,986,-3,707
3,68,1,530,1,668,1,756,152,991,1,0.004100,2,185,-3,852,331,251,2,520,96,703296703,0,196438,1,985,-3,707
3,70,1,620,1,516,2,87,162,27,1,0.003600,2,210,-3,868,344,854,2,538,96,703296703,0,196399,1,985,-3,707
3,72,1,612,1,515,2,210,161,172,1,0.003600,2,207,-3,868,349,924,2,544,96,703296703,0,196399,1,985,-3,707
3,74,1,606,1,516,2,263,160,562,1,0.003600,2,206,-3,868,352,82,2,547,96,703296703,0,196399,1,985,-3,707
3,76,1,600,1,516,2,282,159,951,1,0.003600,2,204,-3,868,352,885,2,548,96,703296703,0,196399,1,985,-3,707
3,78,1,595,1,516,2,288,159,463,1,0.003600,2,203,-3,868,353,136,2,548,96,703296703,0,196438,1,985,-3,707
3,80,1,590,1,518,2,287,158,974,1,0.003600,2,201,-3,868,353,86,2,548,96,703296703,0,196438,1,985,-3,707
3,82,1,585,1,518,2,282,158,486,1,0.003600,2,200,-3,868,352,885,2,548,96,703296703,0,196438,1,985,-3,707
3,84,1,582,1,516,2,276,158,242,1,0.003600,2,199,-3,868,352,634,2,547,96,703296703,0,196438,1,985,-3,707
3,86,1,578,1,518,2,269,157,753,1,0.003600,2,198,-3,868,352,333,2,547,96,703296703,0,196438,1,985,-3,707
3,88,1,575,1,516,2,260,157,509,1,0.003600,2,197,-3,868,351,982,2,547,96,703296703,0,196438,1,985,-3,707
3,90,1,571,1,516,2,252,157,143,1,0.003600,2,196,-3,868,351,630,2,546,96,825396825,0,196438,1,986,-3,707
3,92,1,568,1,516,2,244,156,777,1,0.003600,2,195,-3,868,351,329,2,546,96,703296703,0,196478,1,985,-3,707
3,94,1,567,1,516,2,236,156,654,1,0.003600,2,195,-3,868,350,978,2,545,96,703296703,0,196438,1,985,-3,707
3,96,1,563,1,518,2,228,156,288,1,0.003600,2,194,-3,868,350,677,2,545,96,703296703,0,196438,1,985,-3,707
3,98,1,559,1,518,2,220,155,922,1,0.003600,2,193,-3,868,350,325,2,544,96,703296703,0,196399,1,985,-3,707
4,0,1,557,1,518,2,212,155,678,1,0.003600,2,192,-3,868,350,24,2,544,96,703296703,0,196399,1,985,-3,707
4,2,1,554,1,518,2,205,155,433,1,0.003600,2,192,-3,868,349,723,2,544,96,703296703,0,196399,1,985,-3,707
4,4,1,553,1,518,2,198,155,311,1,0.003600,2,191,-3,868,349,422,2,543,96,703296703,0,196399,1,985,-3,707
4,6,1,551,1,518,2,190,155,67,1,0.003600,2,191,-3,868,349,120,2,543,96,703296703,0,196399,1,985,-3,707
4,8,1,548,1,518,2,183,154,823,1,0.003600,2,190,-3,868,348,819,2,543,96,825396825,0,196438,1,986,-3,707
4,10,1,546,1,518,2,175,154,579,1,0.003600,2,189,-3,868,348,468,2,542,96,703296703,0,196399,1,985,-3,707
4,12,1,543,1,518,2,167,154,335,1,0.003600,2,188,-3,868,348,167,2,542,96,825396825,0,196399,1,986,-3,707
4,14,1,541,1,518,2,159,154,90,1,0.003600,2,188,-3,868,347,815,2,541,96,825396825,0,196399,1,986,-3,707
4,16,1,540,1,518,2,150,153,968,1,0.003600,2,187,-3,868,347,464,2,541,96,947496947,0,196122,1,987,-3,707
4,18,1,537,1,516,2,140,153,724,1,0.003600,2,187,-3,868,347,62,2,540,98,46398046,0,1945,1,991,-3,711
4,20,1,535,1,516,2,132,153,480,1,0.003600,2,186,-3,868,346,711,2,540,100,488400488,0,19094,2,2,-3,719
4,22,1,532,1,518,2,122,153,236,1,0.003600,2,185,-3,868,346,310,2,539,104,395604396,0,185757,2,19,-3,731
4,24,1,531,1,516,2,110,153,114,1,0.003600,2,185,-3,868,345,808,2,539,108,913308913,0,180179,2,37,-3,744
4,26,1,529,1,518,2,99,152,869,1,0.003600,2,184,-3,868,345,356,2,538,113,431013431,0,174957,2,55,-3,757
4,28,1,527,1,518,2,87,152,747,1,0.003600,2,184,-3,868,344,854,2,538,117,704517705,0,17021,2,71,-3,769
4,30,1,526,1,516,2,73,152,625,1,0.003600,2,184,-3,868,344,302,2,537,121,48962149,0,166293,2,85,-3,779
4,32,1,524,1,518,2,59,152,381,1,0.003600,2,183,-3,868,343,699,2,536,124,42002442,0,163208,2,95,-3,787
4,34,1,523,1,518,2,42,152,259,1,0.003600,2,183,-3,868,342,997,2,535,126,984126984,0,160676,2,104,-3,794
4,36,1,520,1,516,2,22,152,15,1,0.003600,2,182,-3,868,342,194,2,534,129,548229548,0,158223,2,112,-3,801
4,38,1,519,1,518,2,1,151,893,1,0.003600,2,182,-3,868,341,340,2,533,132,600732601,0,155375,2,123,-3,809
4,40,1,516,1,518,1,978,151,648,1,0.003600,2,181,-3,868,340,386,2,532,136,63003663,0,151814,2,136,-3,819
4,42,1,515,1,518,1,954,151,526,1,0.003600,2,180,-3,868,339,383,2,531,141,758241758,0,14766,2,152,-3,831
4,44,1,514,1,518,1,927,151,404,1,0.003600,2,180,-3,868,338,278,2,529,147,252747253,0,143507,2,168,-3,843
4,46,1,513,1,518,1,900,151,282,1,0.003600,2,180,-3,868,337,174,2,528,152,136752137,0,139946,2,182,-3,854
4,48,1,510,1,516,1,871,151,38,1,0.003600,2,179,-3,868,335,969,2,526,156,532356532,0,13686,2,195,-3,864
4,50,1,509,1,518,1,841,150,916,1,0.003600,2,179,-3,868,334,765,2,525,158,11965812,0,135792,2,199,-3,867
4,52,1,507,1,518,1,813,150,672,1,0.003600,2,178,-3,868,333,610,2,523,,,,,,,,
4,54,1,505,1,518,1,784,150,549,1,0.003600,2,178,-3,868,332,405,2,522,,,,,,,,
4,56,1,504,1,516,1,757,150,427,1,0.003600,2,177,-3,868,331,301,2,520,,,,,,,,
4,58,1,503,1,518,1,729,150,305,1,0.003600,2,177,-3,868,330,147,2,519,,,,,,,,
4,60,1,502,1,516,1,702,150,183,1,0.003600,2,177,-3,868,329,42,2,517,,,,,,,,
4,62,1,501,1,518,1,676,150,61,1,0.003600,2,176,-3,868,327,988,2,516,,,,,,,,
4,64,1,499,1,518,1,653,149,939,1,0.003600,2,176,-3,868,327,35,2,515,,,,,,,,
4,66,1,498,1,519,1,630,149,817,1,0.003600,2,176,-3,867,326,81,2,513,,,,,,,,
4,68,1,496,1,518,1,609,149,573,1,0.003600,2,175,-3,868,325,227,2,512,,,,,,,,
4,70,1,495,1,518,1,590,149,451,1,0.003600,2,174,-3,868,324,424,2,511,,,,,,,,
