Time,Voltage P,Voltage V,Voltage T,P,V,log P,logV,T,logT,Time,Voltage P,Voltage V,Voltage T,P,V,log P,logV,T,logT
0,0,0,961,3,397,1,186,96,93,1,0.009700,1,983,-3,707,307,810,2,488
0,2,0,961,3,396,1,186,96,93,1,0.009700,1,983,-3,707,307,810,2,488
0,4,0,961,3,396,1,184,96,93,1,0.009700,1,983,-3,707,307,759,2,488
0,6,0,961,3,396,1,184,96,93,1,0.009700,1,983,-3,707,307,759,2,488
0,8,0,961,3,396,1,184,96,93,1,0.009700,1,983,-3,707,307,759,2,488
0,10,0,961,3,394,1,186,96,93,1,0.009600,1,983,-3,707,307,810,2,488
0,12,0,960,3,396,1,186,95,971,1,0.009700,1,982,-3,707,307,810,2,488
0,14,0,961,3,396,1,186,96,93,1,0.009700,1,983,-3,707,307,810,2,488
0,16,0,961,3,396,1,187,96,93,1,0.009700,1,983,-3,707,307,860,2,488
0,18,0,961,3,396,1,187,96,93,1,0.009700,1,983,-3,707,307,860,2,488
0,20,0,962,3,396,1,187,96,215,1,0.009700,1,983,-3,707,307,860,2,488
0,22,0,961,3,394,1,187,96,93,1,0.009600,1,983,-3,707,307,860,2,488
0,24,0,962,3,394,1,187,96,215,1,0.009600,1,983,-3,707,307,860,2,488
0,26,0,961,3,393,1,187,96,93,1,0.009600,1,983,-3,707,307,860,2,488
0,28,0,961,3,394,1,187,96,93,1,0.009600,1,983,-3,707,307,860,2,488
0,30,0,961,3,393,1,188,96,93,1,0.009600,1,983,-3,707,307,910,2,488
0,32,0,961,3,393,1,187,96,93,1,0.009600,1,983,-3,707,307,860,2,488
0,34,0,961,3,393,1,188,96,93,1,0.009600,1,983,-3,707,307,910,2,488
0,36,0,961,3,394,1,187,96,93,1,0.009600,1,983,-3,707,307,860,2,488
0,38,0,962,3,393,1,188,96,215,1,0.009600,1,983,-3,707,307,910,2,488
0,40,0,961,3,394,1,188,96,93,1,0.009600,1,983,-3,707,307,910,2,488
0,42,0,961,3,394,1,188,96,93,1,0.009600,1,983,-3,707,307,910,2,488
0,44,0,961,3,394,1,188,96,93,1,0.009600,1,983,-3,707,307,910,2,488
0,46,0,961,3,394,1,188,96,93,1,0.009600,1,983,-3,707,307,910,2,488
0,48,0,962,3,393,1,188,96,215,1,0.009600,1,983,-3,707,307,910,2,488
0,50,0,961,3,393,1,189,96,93,1,0.009600,1,983,-3,707,307,960,2,488
0,52,0,962,3,391,1,188,96,215,1,0.009600,1,983,-3,707,307,910,2,488
0,54,0,965,3,379,1,190,96,459,1,0.009600,1,984,-3,708,308,10,2,489
0,56,0,969,3,357,1,197,96,947,1,0.009500,1,987,-3,709,308,261,2,489
0,58,0,976,3,330,1,204,97,558,1,0.009400,1,989,-3,711,308,563,2,489
0,60,0,979,3,315,1,214,97,924,1,0.009400,1,991,-3,712,308,964,2,490
0,62,0,979,3,314,1,219,97,924,1,0.009400,1,991,-3,712,309,165,2,490
0,64,0,979,3,314,1,220,97,924,1,0.009400,1,991,-3,712,309,215,2,490
0,66,0,978,3,316,1,221,97,802,1,0.009400,1,990,-3,712,309,265,2,490
0,68,0,978,3,315,1,221,97,802,1,0.009400,1,990,-3,712,309,265,2,490
0,70,0,978,3,315,1,221,97,802,1,0.009400,1,990,-3,712,309,265,2,490
0,72,0,978,3,315,1,222,97,802,1,0.009400,1,990,-3,712,309,316,2,490
0,74,0,978,3,315,1,221,97,802,1,0.009400,1,990,-3,712,309,265,2,490
0,76,0,978,3,315,1,221,97,802,1,0.009400,1,990,-3,712,309,265,2,490
0,78,0,978,3,315,1,221,97,802,1,0.009400,1,990,-3,712,309,265,2,490
0,80,0,978,3,314,1,220,97,802,1,0.009400,1,990,-3,712,309,215,2,490
0,82,0,978,3,314,1,219,97,802,1,0.009400,1,990,-3,712,309,165,2,490
0,84,0,978,3,315,1,220,97,802,1,0.009400,1,990,-3,712,309,215,2,490
0,86,0,978,3,314,1,220,97,802,1,0.009400,1,990,-3,712,309,215,2,490
0,88,0,978,3,314,1,219,97,802,1,0.009400,1,990,-3,712,309,165,2,490
0,90,0,977,3,314,1,219,97,680,1,0.009400,1,990,-3,712,309,165,2,490
0,92,0,978,3,315,1,220,97,802,1,0.009400,1,990,-3,712,309,215,2,490
0,94,0,978,3,314,1,219,97,802,1,0.009400,1,990,-3,712,309,165,2,490
0,96,0,977,3,315,1,219,97,680,1,0.009400,1,990,-3,712,309,165,2,490
0,98,0,978,3,315,1,219,97,802,1,0.009400,1,990,-3,712,309,165,2,490
1,0,0,978,3,315,1,219,97,802,1,0.009400,1,990,-3,712,309,165,2,490
1,2,0,978,3,315,1,219,97,802,1,0.009400,1,990,-3,712,309,165,2,490
1,4,0,977,3,314,1,217,97,680,1,0.009400,1,990,-3,712,309,115,2,490
1,6,0,977,3,314,1,217,97,680,1,0.009400,1,990,-3,712,309,115,2,490
1,8,0,978,3,314,1,217,97,802,1,0.009400,1,990,-3,712,309,115,2,490
1,10,0,977,3,314,1,216,97,680,1,0.009400,1,990,-3,712,309,65,2,490
1,12,0,977,3,314,1,217,97,680,1,0.009400,1,990,-3,712,309,115,2,490
1,14,0,978,3,313,1,216,97,802,1,0.009400,1,990,-3,713,309,65,2,490
1,16,0,978,3,313,1,216,97,802,1,0.009400,1,990,-3,713,309,65,2,490
1,18,0,977,3,315,1,217,97,680,1,0.009400,1,990,-3,712,309,115,2,490
1,20,0,978,3,314,1,216,97,802,1,0.009400,1,990,-3,712,309,65,2,490
1,22,0,977,3,313,1,216,97,680,1,0.009400,1,990,-3,713,309,65,2,490
1,24,0,978,3,314,1,216,97,802,1,0.009400,1,990,-3,712,309,65,2,490
1,26,0,978,3,314,1,216,97,802,1,0.009400,1,990,-3,712,309,65,2,490
1,28,0,978,3,313,1,216,97,802,1,0.009400,1,990,-3,713,309,65,2,490
1,30,0,977,3,314,1,216,97,680,1,0.009400,1,990,-3,712,309,65,2,490
1,32,0,978,3,306,1,216,97,802,1,0.009400,1,990,-3,713,309,65,2,490
1,34,0,984,3,284,1,220,98,413,1,0.009300,1,993,-3,715,309,215,2,490
1,36,0,990,3,253,1,230,99,23,1,0.009200,1,996,-3,717,309,617,2,491
1,38,0,996,3,230,1,239,99,634,1,0.009100,1,998,-3,719,310,18,2,491
1,40,0,998,3,223,1,247,99,756,1,0.009100,1,999,-3,719,310,319,2,492
1,42,0,998,3,223,1,250,99,756,1,0.009100,1,999,-3,719,310,470,2,492
1,44,0,998,3,225,1,252,99,756,1,0.009100,1,999,-3,719,310,520,2,492
1,46,0,998,3,223,1,253,99,756,1,0.009100,1,999,-3,719,310,570,2,492
1,48,0,996,3,225,1,252,99,634,1,0.009100,1,998,-3,719,310,520,2,492
1,50,0,996,3,225,1,252,99,634,1,0.009100,1,998,-3,719,310,520,2,492
1,52,0,996,3,225,1,252,99,634,1,0.009100,1,998,-3,719,310,520,2,492
1,54,0,996,3,225,1,250,99,634,1,0.009100,1,998,-3,719,310,470,2,492
1,56,0,996,3,225,1,250,99,634,1,0.009100,1,998,-3,719,310,470,2,492
1,58,0,996,3,223,1,249,99,634,1,0.009100,1,998,-3,719,310,420,2,492
1,60,0,996,3,223,1,248,99,634,1,0.009100,1,998,-3,719,310,370,2,492
1,62,0,996,3,223,1,248,99,634,1,0.009100,1,998,-3,719,310,370,2,492
1,64,0,995,3,223,1,248,99,512,1,0.009100,1,998,-3,719,310,370,2,492
1,66,0,995,3,223,1,247,99,512,1,0.009100,1,998,-3,719,310,319,2,492
1,68,0,995,3,225,1,247,99,512,1,0.009100,1,998,-3,719,310,319,2,492
1,70,0,995,3,223,1,247,99,512,1,0.009100,1,998,-3,719,310,319,2,492
1,72,0,995,3,225,1,245,99,512,1,0.009100,1,998,-3,719,310,269,2,492
1,74,0,995,3,225,1,245,99,512,1,0.009100,1,998,-3,719,310,269,2,492
1,76,0,996,3,225,1,245,99,634,1,0.009100,1,998,-3,719,310,269,2,492
1,78,0,995,3,225,1,244,99,512,1,0.009100,1,998,-3,719,310,219,2,492
1,80,0,995,3,225,1,244,99,512,1,0.009100,1,998,-3,719,310,219,2,492
1,82,0,996,3,225,1,244,99,634,1,0.009100,1,998,-3,719,310,219,2,492
1,84,0,995,3,223,1,243,99,512,1,0.009100,1,998,-3,719,310,169,2,492
1,86,0,995,3,223,1,243,99,512,1,0.009100,1,998,-3,719,310,169,2,492
1,88,0,995,3,225,1,243,99,512,1,0.009100,1,998,-3,719,310,169,2,492
1,90,0,995,3,223,1,242,99,512,1,0.009100,1,998,-3,719,310,119,2,492
1,92,0,995,3,223,1,242,99,512,1,0.009100,1,998,-3,719,310,119,2,492
1,94,0,995,3,223,1,241,99,512,1,0.009100,1,998,-3,719,310,68,2,491
1,96,0,995,3,223,1,242,99,512,1,0.009100,1,998,-3,719,310,119,2,492
1,98,0,994,3,225,1,241,99,389,1,0.009100,1,997,-3,719,310,68,2,491
2,0,0,995,3,225,1,241,99,512,1,0.009100,1,998,-3,719,310,68,2,491
2,2,0,994,3,223,1,239,99,389,1,0.009100,1,997,-3,719,310,18,2,491
2,4,0,994,3,223,1,239,99,389,1,0.009100,1,997,-3,719,310,18,2,491
2,6,0,994,3,223,1,238,99,389,1,0.009100,1,997,-3,719,309,968,2,491
2,8,0,995,3,225,1,239,99,512,1,0.009100,1,998,-3,719,310,18,2,491
2,10,0,994,3,223,1,238,99,389,1,0.009100,1,997,-3,719,309,968,2,491
2,12,0,994,3,223,1,237,99,389,1,0.009100,1,997,-3,719,309,918,2,491
2,14,0,994,3,223,1,237,99,389,1,0.009100,1,997,-3,719,309,918,2,491
2,16,0,994,3,223,1,237,99,389,1,0.009100,1,997,-3,719,309,918,2,491
2,18,0,994,3,223,1,237,99,389,1,0.009100,1,997,-3,719,309,918,2,491
2,20,0,994,3,223,1,237,99,389,1,0.009100,1,997,-3,719,309,918,2,491
2,22,0,994,3,225,1,236,99,389,1,0.009100,1,997,-3,719,309,868,2,491
2,24,0,994,3,223,1,236,99,389,1,0.009100,1,997,-3,719,309,868,2,491
2,26,0,994,3,225,1,236,99,389,1,0.009100,1,997,-3,719,309,868,2,491
2,28,0,994,3,225,1,234,99,389,1,0.009100,1,997,-3,719,309,818,2,491
2,30,0,994,3,225,1,234,99,389,1,0.009100,1,997,-3,719,309,818,2,491
2,32,0,994,3,223,1,234,99,389,1,0.009100,1,997,-3,719,309,818,2,491
2,34,0,994,3,223,1,234,99,389,1,0.009100,1,997,-3,719,309,818,2,491
2,36,0,994,3,223,1,233,99,389,1,0.009100,1,997,-3,719,309,767,2,491
2,38,0,994,3,223,1,233,99,389,1,0.009100,1,997,-3,719,309,767,2,491
2,40,0,994,3,223,1,232,99,389,1,0.009100,1,997,-3,719,309,717,2,491
2,42,0,994,3,223,1,232,99,389,1,0.009100,1,997,-3,719,309,717,2,491
2,44,0,994,3,223,1,232,99,389,1,0.009100,1,997,-3,719,309,717,2,491
2,46,0,994,3,223,1,231,99,389,1,0.009100,1,997,-3,719,309,667,2,491
2,48,0,994,3,223,1,231,99,389,1,0.009100,1,997,-3,719,309,667,2,491
2,50,0,994,3,223,1,231,99,389,1,0.009100,1,997,-3,719,309,667,2,491
2,52,0,994,3,223,1,231,99,389,1,0.009100,1,997,-3,719,309,667,2,491
2,54,0,994,3,223,1,230,99,389,1,0.009100,1,997,-3,719,309,617,2,491
2,56,0,993,3,223,1,231,99,267,1,0.009100,1,997,-3,719,309,667,2,491
2,58,0,993,3,223,1,231,99,267,1,0.009100,1,997,-3,719,309,667,2,491
2,60,0,993,3,222,1,230,99,267,1,0.009100,1,997,-3,719,309,617,2,491
2,62,0,993,3,222,1,230,99,267,1,0.009100,1,997,-3,719,309,617,2,491
2,64,0,994,3,217,1,230,99,389,1,0.009100,1,997,-3,720,309,617,2,491
2,66,0,999,3,200,1,232,99,878,1,0.009000,1,999,-3,721,309,717,2,491
2,68,1,4,3,177,1,239,100,366,1,0.008900,2,2,-3,723,310,18,2,491
2,70,1,7,3,161,1,247,100,733,1,0.008900,2,3,-3,724,310,319,2,492
2,72,1,7,3,161,1,250,100,733,1,0.008900,2,3,-3,724,310,470,2,492
2,74,1,7,3,161,1,253,100,733,1,0.008900,2,3,-3,724,310,570,2,492
2,76,1,7,3,162,1,253,100,733,1,0.008900,2,3,-3,724,310,570,2,492
2,78,1,7,3,161,1,253,100,733,1,0.008900,2,3,-3,724,310,570,2,492
2,80,1,7,3,161,1,253,100,733,1,0.008900,2,3,-3,724,310,570,2,492
2,82,1,7,3,161,1,252,100,733,1,0.008900,2,3,-3,724,310,520,2,492
2,84,1,7,3,161,1,250,100,733,1,0.008900,2,3,-3,724,310,470,2,492
2,86,1,7,3,162,1,252,100,733,1,0.008900,2,3,-3,724,310,520,2,492
2,88,1,6,3,160,1,250,100,611,1,0.008900,2,3,-3,724,310,470,2,492
2,90,1,6,3,160,1,250,100,611,1,0.008900,2,3,-3,724,310,470,2,492
2,92,1,6,3,161,1,249,100,611,1,0.008900,2,3,-3,724,310,420,2,492
2,94,1,7,3,160,1,248,100,733,1,0.008900,2,3,-3,724,310,370,2,492
2,96,1,6,3,161,1,248,100,611,1,0.008900,2,3,-3,724,310,370,2,492
2,98,1,6,3,161,1,248,100,611,1,0.008900,2,3,-3,724,310,370,2,492
3,0,1,6,3,161,1,247,100,611,1,0.008900,2,3,-3,724,310,319,2,492
3,2,1,6,3,160,1,247,100,611,1,0.008900,2,3,-3,724,310,319,2,492
3,4,1,6,3,161,1,247,100,611,1,0.008900,2,3,-3,724,310,319,2,492
3,6,1,6,3,162,1,245,100,611,1,0.008900,2,3,-3,724,310,269,2,492
3,8,1,6,3,161,1,245,100,611,1,0.008900,2,3,-3,724,310,269,2,492
3,10,1,6,3,161,1,244,100,611,1,0.008900,2,3,-3,724,310,219,2,492
3,12,1,6,3,160,1,244,100,611,1,0.008900,2,3,-3,724,310,219,2,492
3,14,1,5,3,160,1,243,100,488,1,0.008900,2,2,-3,724,310,169,2,492
3,16,1,5,3,160,1,243,100,488,1,0.008900,2,2,-3,724,310,169,2,492
3,18,1,6,3,160,1,242,100,611,1,0.008900,2,3,-3,724,310,119,2,492
3,20,1,6,3,160,1,242,100,611,1,0.008900,2,3,-3,724,310,119,2,492
3,22,1,5,3,161,1,241,100,488,1,0.008900,2,2,-3,724,310,68,2,491
