Time,Voltage P,Voltage V,Voltage T,P,V,log P,logV,T,logT,Time,Voltage P,Voltage V,Voltage T,P,V,log P,logV,T,logT
0,0,0,980,1,531,1,211,98,46,1,0.003600,1,991,-3,866,308,864,2,490
0,2,0,980,1,531,1,210,98,46,1,0.003600,1,991,-3,866,308,814,2,490
0,4,0,979,1,531,1,210,97,924,1,0.003600,1,991,-3,866,308,814,2,490
0,6,0,980,1,531,1,210,98,46,1,0.003600,1,991,-3,866,308,814,2,490
0,8,0,979,1,531,1,210,97,924,1,0.003600,1,991,-3,866,308,814,2,490
0,10,0,979,1,531,1,209,97,924,1,0.003600,1,991,-3,866,308,763,2,490
0,12,0,979,1,531,1,209,97,924,1,0.003600,1,991,-3,866,308,763,2,490
0,14,0,979,1,532,1,210,97,924,1,0.003600,1,991,-3,866,308,814,2,490
0,16,0,980,1,532,1,210,98,46,1,0.003600,1,991,-3,866,308,814,2,490
0,18,0,979,1,532,1,210,97,924,1,0.003600,1,991,-3,866,308,814,2,490
0,20,0,979,1,532,1,210,97,924,1,0.003600,1,991,-3,866,308,814,2,490
0,22,0,979,1,532,1,209,97,924,1,0.003600,1,991,-3,866,308,763,2,490
0,24,0,979,1,534,1,209,97,924,1,0.003600,1,991,-3,866,308,763,2,490
0,26,0,979,1,534,1,209,97,924,1,0.003600,1,991,-3,866,308,763,2,490
0,28,0,979,1,534,1,209,97,924,1,0.003600,1,991,-3,866,308,763,2,490
0,30,0,978,1,535,1,209,97,802,1,0.003600,1,990,-3,866,308,763,2,490
0,32,0,978,1,535,1,208,97,802,1,0.003600,1,990,-3,866,308,713,2,490
0,34,0,978,1,535,1,208,97,802,1,0.003600,1,990,-3,866,308,713,2,490
0,36,0,978,1,535,1,208,97,802,1,0.003600,1,990,-3,866,308,713,2,490
0,38,0,979,1,536,1,208,97,924,1,0.003600,1,991,-3,866,308,713,2,490
0,40,0,972,1,556,1,204,97,192,1,0.003700,1,988,-3,864,308,563,2,489
0,42,0,957,1,603,1,189,95,726,1,0.003800,1,981,-3,859,307,960,2,488
0,44,0,941,1,657,1,165,94,139,1,0.004000,1,974,-3,853,306,956,2,487
0,46,0,928,1,701,1,138,92,796,1,0.004200,1,968,-3,849,305,852,2,486
0,48,0,923,1,716,1,120,92,308,1,0.004200,1,965,-3,847,305,99,2,484
0,50,0,924,1,714,1,111,92,430,1,0.004200,1,966,-3,848,304,748,2,484
0,52,0,924,1,714,1,107,92,430,1,0.004200,1,966,-3,848,304,597,2,484
0,54,0,926,1,714,1,106,92,552,1,0.004200,1,966,-3,848,304,547,2,484
0,56,0,926,1,713,1,106,92,552,1,0.004200,1,966,-3,848,304,547,2,484
0,58,0,926,1,714,1,107,92,552,1,0.004200,1,966,-3,848,304,597,2,484
0,60,0,927,1,714,1,107,92,674,1,0.004200,1,967,-3,848,304,597,2,484
0,62,0,927,1,713,1,109,92,674,1,0.004200,1,967,-3,848,304,647,2,484
0,64,0,927,1,713,1,110,92,674,1,0.004200,1,967,-3,848,304,698,2,484
0,66,0,928,1,714,1,110,92,796,1,0.004200,1,968,-3,848,304,698,2,484
0,68,0,927,1,714,1,112,92,674,1,0.004200,1,967,-3,848,304,798,2,484
0,70,0,928,1,714,1,112,92,796,1,0.004200,1,968,-3,848,304,798,2,484
0,72,0,928,1,714,1,114,92,796,1,0.004200,1,968,-3,848,304,848,2,484
0,74,0,928,1,714,1,115,92,796,1,0.004200,1,968,-3,848,304,898,2,484
0,76,0,928,1,714,1,116,92,796,1,0.004200,1,968,-3,848,304,949,2,484
0,78,0,928,1,714,1,116,92,796,1,0.004200,1,968,-3,848,304,949,2,484
0,80,0,928,1,714,1,117,92,796,1,0.004200,1,968,-3,848,304,999,2,484
0,82,0,929,1,713,1,117,92,918,1,0.004200,1,968,-3,848,304,999,2,484
0,84,0,928,1,713,1,118,92,796,1,0.004200,1,968,-3,848,305,49,2,484
0,86,0,928,1,713,1,120,92,796,1,0.004200,1,968,-3,848,305,99,2,484
0,88,0,929,1,713,1,121,92,918,1,0.004200,1,968,-3,848,305,149,2,485
0,90,0,929,1,713,1,121,92,918,1,0.004200,1,968,-3,848,305,149,2,485
0,92,0,929,1,714,1,122,92,918,1,0.004200,1,968,-3,848,305,200,2,485
0,94,0,929,1,714,1,123,92,918,1,0.004200,1,968,-3,848,305,250,2,485
0,96,0,929,1,714,1,123,92,918,1,0.004200,1,968,-3,848,305,250,2,485
0,98,0,929,1,714,1,125,92,918,1,0.004200,1,968,-3,848,305,300,2,485
1,0,0,929,1,714,1,126,92,918,1,0.004200,1,968,-3,848,305,350,2,485
1,2,0,930,1,714,1,126,93,40,1,0.004200,1,969,-3,848,305,350,2,485
1,4,0,929,1,714,1,127,92,918,1,0.004200,1,968,-3,848,305,400,2,485
1,6,0,930,1,714,1,127,93,40,1,0.004200,1,969,-3,848,305,400,2,485
1,8,0,930,1,714,1,128,93,40,1,0.004200,1,969,-3,848,305,451,2,485
1,10,0,930,1,714,1,129,93,40,1,0.004200,1,969,-3,848,305,501,2,485
1,12,0,930,1,714,1,129,93,40,1,0.004200,1,969,-3,848,305,501,2,485
1,14,0,930,1,714,1,131,93,40,1,0.004200,1,969,-3,848,305,551,2,485
1,16,0,930,1,714,1,131,93,40,1,0.004200,1,969,-3,848,305,551,2,485
1,18,0,930,1,714,1,133,93,40,1,0.004200,1,969,-3,848,305,651,2,485
1,20,0,932,1,714,1,133,93,162,1,0.004200,1,969,-3,848,305,651,2,485
1,22,0,930,1,714,1,133,93,40,1,0.004200,1,969,-3,848,305,651,2,485
1,24,0,930,1,714,1,134,93,40,1,0.004200,1,969,-3,848,305,701,2,485
1,26,0,932,1,714,1,134,93,162,1,0.004200,1,969,-3,848,305,701,2,485
1,28,0,932,1,714,1,136,93,162,1,0.004200,1,969,-3,848,305,752,2,485
1,30,0,930,1,716,1,137,93,40,1,0.004200,1,969,-3,847,305,802,2,485
1,32,0,932,1,714,1,136,93,162,1,0.004200,1,969,-3,848,305,752,2,485
1,34,0,930,1,714,1,137,93,40,1,0.004200,1,969,-3,848,305,802,2,485
1,36,0,930,1,714,1,138,93,40,1,0.004200,1,969,-3,848,305,852,2,486
1,38,0,932,1,714,1,138,93,162,1,0.004200,1,969,-3,848,305,852,2,486
1,40,0,932,1,714,1,139,93,162,1,0.004200,1,969,-3,848,305,902,2,486
1,42,0,932,1,714,1,140,93,162,1,0.004200,1,969,-3,848,305,952,2,486
1,44,0,932,1,714,1,140,93,162,1,0.004200,1,969,-3,848,305,952,2,486
1,46,0,933,1,714,1,142,93,284,1,0.004200,1,970,-3,848,306,3,2,486
1,48,0,932,1,714,1,143,93,162,1,0.004200,1,969,-3,848,306,53,2,486
1,50,0,932,1,716,1,143,93,162,1,0.004200,1,969,-3,847,306,53,2,486
1,52,0,933,1,716,1,144,93,284,1,0.004200,1,970,-3,847,306,103,2,486
1,54,0,933,1,714,1,144,93,284,1,0.004200,1,970,-3,848,306,103,2,486
1,56,0,932,1,716,1,145,93,162,1,0.004200,1,969,-3,847,306,153,2,486
1,58,0,933,1,714,1,144,93,284,1,0.004200,1,970,-3,848,306,103,2,486
1,60,0,932,1,716,1,145,93,162,1,0.004200,1,969,-3,847,306,153,2,486
1,62,0,932,1,716,1,147,93,162,1,0.004200,1,969,-3,847,306,203,2,486
1,64,0,932,1,714,1,148,93,162,1,0.004200,1,969,-3,848,306,254,2,486
1,66,0,932,1,716,1,148,93,162,1,0.004200,1,969,-3,847,306,254,2,486
1,68,0,933,1,716,1,148,93,284,1,0.004200,1,970,-3,847,306,254,2,486
1,70,0,933,1,716,1,150,93,284,1,0.004200,1,970,-3,847,306,354,2,486
1,72,0,933,1,717,1,150,93,284,1,0.004200,1,970,-3,847,306,354,2,486
1,74,0,932,1,716,1,150,93,162,1,0.004200,1,969,-3,847,306,354,2,486
1,76,0,932,1,717,1,151,93,162,1,0.004200,1,969,-3,847,306,404,2,486
1,78,0,932,1,722,1,150,93,162,1,0.004200,1,969,-3,847,306,354,2,486
1,80,0,924,1,745,1,145,92,430,1,0.004300,1,966,-3,845,306,153,2,486
1,82,0,916,1,774,1,134,91,575,1,0.004400,1,962,-3,842,305,701,2,485
1,84,0,908,1,799,1,121,90,842,1,0.004500,1,958,-3,839,305,149,2,485
1,86,0,905,1,812,1,111,90,476,1,0.004500,1,957,-3,838,304,748,2,484
